arrival_rate,service_rate,num_servers,traffic_intensity,avg_wait_time,avg_queue_length,throughput,utilization
2.1756,4.0447,1,0.5379,0.3443,0.7984,2.242,0.5379
1.305,2.219,2,0.2941,0.0464,0.0591,1.354,0.2941
1.3027,3.2988,4,0.0987,0.0,0.0,1.254,0.0987
1.5167,1.9674,4,0.1927,0.0002,0.0,1.516,0.1927
0.8542,4.2434,2,0.1007,0.0038,0.0022,0.89,0.1007
3.7212,3.6258,4,0.2566,0.0017,0.0073,3.836,0.2566
1.0865,2.4,4,0.1132,0.0004,0.0,1.1,0.1132
2.674,3.1771,2,0.4208,0.072,0.1783,2.712,0.4208
2.0933,1.3761,1,1.5212,87.7772,193.5108,1.42,0.9999
2.225,1.6731,2,0.6649,0.4284,0.8111,2.094,0.6649
3.1327,4.3665,3,0.2391,0.004,0.0081,3.198,0.2391
2.315,3.1614,3,0.2441,0.0026,0.0008,2.362,0.2441
1.4011,4.7583,3,0.0982,0.0002,0.0,1.364,0.0982
0.7488,3.8216,1,0.1959,0.0566,0.0508,0.748,0.1959
0.7146,4.1325,2,0.0865,0.002,0.0,0.762,0.0865
1.1605,2.2934,1,0.506,0.3803,0.4593,1.104,0.506
1.2416,3.028,5,0.082,0.0,0.0,1.194,0.082
3.9271,3.2019,5,0.2453,0.0011,0.0089,3.806,0.2453
2.3845,4.4364,3,0.1792,0.0016,0.0034,2.358,0.1792
1.5164,4.7841,1,0.317,0.0565,0.0737,1.492,0.317
3.8446,2.9881,3,0.4289,0.0261,0.1023,3.948,0.4289
3.4149,1.8983,3,0.5996,0.1493,0.4774,3.358,0.5996
1.0514,3.2391,4,0.0811,0.0002,0.0,1.114,0.0811
2.3633,1.0938,1,2.1606,118.8153,283.3937,1.166,0.9999
1.5703,4.9676,5,0.0632,0.0,0.0,1.586,0.0632
2.7667,3.2269,5,0.1715,0.0007,0.003,2.626,0.1715
0.6032,2.4305,3,0.0827,0.0,0.0,0.59,0.0827
2.3012,3.4531,3,0.2221,0.0048,0.0081,2.21,0.2221
3.2008,4.2189,3,0.2529,0.0044,0.0147,3.268,0.2529
2.6394,4.4045,5,0.1199,0.0,0.0,2.582,0.1199
3.2583,1.5738,3,0.6901,0.4042,1.3668,3.294,0.6901
3.059,1.2945,3,0.7877,0.7449,2.2243,3.052,0.7877
3.1065,4.0315,5,0.1541,0.0001,0.0006,3.18,0.1541
0.9014,1.8354,2,0.2456,0.0292,0.0227,0.876,0.2456
3.8899,1.6687,5,0.4662,0.025,0.0924,3.916,0.4662
0.5095,2.048,5,0.0498,0.0,0.0,0.51,0.0498
1.026,4.5148,1,0.2273,0.0504,0.0374,1.07,0.2273
3.6867,3.2093,5,0.2298,0.0007,0.0032,3.718,0.2298
1.0514,2.0526,3,0.1707,0.0011,0.0,1.024,0.1707
3.9017,3.3994,4,0.2869,0.0042,0.014,3.864,0.2869
3.2604,2.3554,5,0.2768,0.0019,0.0048,3.326,0.2768
3.8974,2.8789,4,0.3384,0.0061,0.0218,3.952,0.3384
1.7841,2.964,2,0.301,0.0357,0.0696,1.84,0.301
2.8344,2.5104,1,1.1291,21.6813,61.8197,2.538,0.9999
1.6195,2.6909,4,0.1505,0.0011,0.0025,1.594,0.1505
3.7514,1.7646,2,1.063,21.8057,83.4509,3.492,0.9999
0.6804,3.1854,5,0.0427,0.0,0.0,0.67,0.0427
1.6645,3.6854,2,0.2258,0.011,0.0164,1.708,0.2258
3.7776,2.5141,5,0.3005,0.0025,0.0099,3.836,0.3005
1.9204,1.5826,5,0.2427,0.0005,0.0,1.956,0.2427
2.8713,4.2244,2,0.3398,0.0293,0.0793,2.9,0.3398
1.1656,4.3805,5,0.0532,0.0,0.0,1.212,0.0532
2.2151,4.416,5,0.1003,0.0,0.0,2.154,0.1003
1.4852,4.8559,3,0.102,0.0,0.0,1.524,0.102
1.0171,4.72,3,0.0718,0.0,0.0,1.014,0.0718
3.497,4.7265,4,0.185,0.0005,0.0012,3.46,0.185
1.9788,1.8714,5,0.2115,0.0013,0.002,1.974,0.2115
3.9783,4.7024,3,0.282,0.0062,0.0261,3.982,0.282
1.7884,2.9826,3,0.1999,0.0036,0.0053,1.89,0.1999
0.7917,4.8644,1,0.1628,0.0387,0.0386,0.778,0.1628
1.7105,1.6323,4,0.262,0.0029,0.0047,1.688,0.262
0.868,2.6342,4,0.0824,0.0,0.0,0.88,0.0824
1.9775,3.388,3,0.1946,0.0051,0.0107,2.05,0.1946
1.7521,4.6234,5,0.0758,0.0,0.0,1.682,0.0758
2.9442,3.3168,3,0.2959,0.0106,0.0283,2.966,0.2959
2.0441,2.7719,5,0.1475,0.0,0.0,1.986,0.1475
1.4846,1.9457,2,0.3815,0.1036,0.1716,1.492,0.3815
1.3462,1.111,5,0.2423,0.0,0.0,1.384,0.2423
1.5713,2.2008,4,0.1785,0.0006,0.0012,1.63,0.1785
2.5194,1.3687,5,0.3681,0.0137,0.0376,2.552,0.3681
2.3904,1.651,1,1.4478,69.4672,164.4476,1.696,0.9999
0.6829,3.4492,1,0.198,0.0468,0.0229,0.612,0.198
2.5744,4.2698,2,0.3015,0.0171,0.0357,2.634,0.3015
2.963,1.086,5,0.5457,0.0755,0.2381,3.014,0.5457
1.8249,1.0707,3,0.5681,0.1502,0.2475,1.79,0.5681
0.5139,1.2172,4,0.1055,0.0011,0.0,0.518,0.1055
0.7596,4.3897,2,0.0865,0.0017,0.0026,0.756,0.0865
1.8033,4.4106,3,0.1363,0.0012,0.0023,1.714,0.1363
0.5475,3.1348,3,0.0582,0.0,0.0,0.53,0.0582
2.0716,4.9691,5,0.0834,0.0,0.0,1.984,0.0834
3.8918,1.4177,4,0.6863,0.1898,0.8073,3.996,0.6863
1.5987,4.5903,1,0.3483,0.0957,0.1603,1.664,0.3483
1.1108,2.056,4,0.1351,0.0032,0.005,1.192,0.1351
2.3004,1.5247,2,0.7544,1.1417,2.7625,2.28,0.7544
3.3108,4.2875,1,0.7722,0.8067,2.7131,3.246,0.7722
1.7638,3.2706,5,0.1079,0.0,0.0,1.81,0.1079
2.6502,1.5422,1,1.7185,99.0451,255.0674,1.436,0.9999
0.5382,1.1708,5,0.0919,0.0,0.0,0.508,0.0919
2.7905,2.0888,2,0.668,0.3311,0.9652,2.848,0.668
1.3896,3.1634,3,0.1464,0.0013,0.004,1.518,0.1464
3.2674,3.0943,5,0.2112,0.0007,0.0025,3.2,0.2112
1.535,2.5175,1,0.6097,0.4553,0.6378,1.384,0.6097
2.3451,1.3075,5,0.3587,0.0087,0.0185,2.266,0.3587
3.7114,4.7939,5,0.1548,0.0001,0.0,3.656,0.1548
2.4488,2.4039,5,0.2037,0.0003,0.0,2.5,0.2037
2.1024,4.6711,4,0.1125,0.0,0.0,2.152,0.1125
2.5212,2.3192,3,0.3624,0.0317,0.0941,2.486,0.3624
1.9473,1.8564,3,0.3497,0.0232,0.043,1.906,0.3497
1.5077,2.5088,5,0.1202,0.0,0.0,1.56,0.1202
1.9525,1.627,3,0.4,0.0509,0.1002,1.954,0.4
1.8677,3.1972,2,0.2921,0.0279,0.056,1.884,0.2921
3.0293,1.278,2,1.1852,60.5912,184.8519,2.476,0.9999
3.3833,4.6183,2,0.3663,0.0375,0.1353,3.438,0.3663
3.7933,1.1909,4,0.7963,0.6882,2.6387,3.806,0.7963
3.2654,2.8581,2,0.5713,0.1658,0.5138,3.318,0.5713
0.6338,3.3023,3,0.064,0.0,0.0,0.63,0.064
3.3543,1.7061,3,0.6554,0.2619,0.8511,3.388,0.6554
0.9254,1.2049,1,0.768,1.7208,1.4317,0.904,0.768
3.1282,2.9697,3,0.3511,0.019,0.0665,3.158,0.3511
1.801,1.7518,3,0.3427,0.0498,0.1082,1.81,0.3427
1.0164,3.1332,4,0.0811,0.0,0.0,1.074,0.0811
0.8143,2.2144,3,0.1226,0.0,0.0,0.808,0.1226
2.3406,1.8088,3,0.4313,0.0611,0.1461,2.41,0.4313
0.7762,4.949,2,0.0784,0.0007,0.0,0.862,0.0784
1.0342,1.666,1,0.6208,0.9065,0.8907,1.006,0.6208
3.8293,2.5909,5,0.2956,0.002,0.009,3.798,0.2956
2.023,3.4955,2,0.2894,0.0255,0.041,2.0,0.2894
3.7734,1.4916,4,0.6324,0.1267,0.4939,3.748,0.6324
2.0753,3.8174,4,0.1359,0.0,0.0,2.036,0.1359
3.5103,2.4001,4,0.3656,0.0039,0.0069,3.466,0.3656
3.3583,3.031,2,0.554,0.1507,0.5109,3.292,0.554
2.5348,1.9163,1,1.3228,53.0854,128.9894,1.968,0.9999
2.6439,4.9916,1,0.5297,0.1857,0.4842,2.598,0.5297
3.4381,2.6168,2,0.6569,0.3668,1.3142,3.418,0.6569
3.074,3.163,3,0.324,0.0123,0.041,3.07,0.324
2.2331,2.3111,2,0.4831,0.1306,0.3182,2.2,0.4831
0.5093,3.8623,1,0.1319,0.0174,0.0042,0.48,0.1319
3.8551,4.8771,2,0.3952,0.0384,0.1503,3.894,0.3952
3.0366,4.6503,3,0.2177,0.004,0.0085,3.042,0.2177
0.5151,3.0884,1,0.1668,0.0716,0.0309,0.518,0.1668
1.0659,4.9498,1,0.2153,0.0567,0.0417,1.054,0.2153
1.2755,4.88,3,0.0871,0.0,0.0,1.27,0.0871
1.8579,2.868,4,0.162,0.0001,0.0,1.83,0.162
1.1933,2.6369,3,0.1508,0.0069,0.0176,1.25,0.1508
0.7406,2.7448,2,0.1349,0.0114,0.008,0.754,0.1349
0.5076,1.276,1,0.3978,0.2885,0.1755,0.49,0.3978
2.9101,2.6373,5,0.2207,0.0002,0.0,2.81,0.2207
2.2519,1.2855,2,0.8759,2.1157,4.7858,2.25,0.8759
3.049,1.4289,3,0.7113,0.3656,1.1475,3.106,0.7113
2.2657,4.5569,2,0.2486,0.0212,0.0539,2.372,0.2486
2.6658,1.0209,5,0.5222,0.0367,0.0894,2.616,0.5222
2.5987,4.2696,3,0.2029,0.0034,0.0086,2.556,0.2029
1.412,4.857,4,0.0727,0.0001,0.0,1.402,0.0727
3.6394,2.8753,5,0.2531,0.0009,0.0032,3.726,0.2531
1.6433,2.985,2,0.2753,0.0221,0.0299,1.67,0.2753
0.6125,1.1346,3,0.1799,0.0085,0.0032,0.622,0.1799
1.928,4.3332,5,0.089,0.0,0.0,1.982,0.089
2.0186,2.4745,1,0.8158,1.8195,3.5795,2.026,0.8158
3.236,3.8011,5,0.1703,0.0,0.0,3.126,0.1703
1.4207,4.8183,2,0.1474,0.0038,0.0086,1.402,0.1474
3.4801,1.0877,2,1.5998,94.018,310.6849,2.094,0.9999
2.7817,1.0431,1,2.6668,156.8597,425.5632,1.076,0.9999
1.126,2.1348,2,0.2637,0.0353,0.0499,1.162,0.2637
1.7763,2.3753,3,0.2493,0.0078,0.0159,1.888,0.2493
3.7315,2.5389,2,0.7349,0.8074,3.1852,3.832,0.7349
0.6145,4.6509,3,0.044,0.0,0.0,0.594,0.044
2.7579,3.2051,4,0.2151,0.0007,0.0014,2.796,0.2151
0.6325,1.4076,4,0.1123,0.0004,0.0,0.634,0.1123
1.2366,4.2247,1,0.2927,0.1231,0.1368,1.184,0.2927
2.3481,2.1833,3,0.3585,0.0178,0.0389,2.312,0.3585
1.3434,4.5459,5,0.0591,0.0,0.0,1.48,0.0591
2.3293,2.864,3,0.2711,0.0067,0.0111,2.338,0.2711
0.6312,3.0717,1,0.2055,0.1032,0.0656,0.64,0.2055
2.4808,4.0843,2,0.3037,0.028,0.072,2.554,0.3037
1.4107,3.9355,5,0.0717,0.0,0.0,1.348,0.0717
2.984,1.3954,2,1.0692,13.7775,39.597,2.762,0.9999
1.7256,3.1247,4,0.1381,0.0001,0.0,1.762,0.1381
2.7992,1.8456,5,0.3033,0.0019,0.0034,2.9,0.3033
0.6722,2.8839,5,0.0466,0.0,0.0,0.702,0.0466
1.0438,2.2516,4,0.1159,0.0,0.0,1.102,0.1159
2.58,3.4729,3,0.2476,0.0065,0.0108,2.41,0.2476
3.0489,2.7907,4,0.2731,0.0024,0.0053,3.018,0.2731
0.5201,2.3668,2,0.1099,0.0,0.0,0.508,0.1099
2.4944,1.451,4,0.4298,0.0307,0.0741,2.592,0.4298
1.0996,4.8975,3,0.0748,0.0004,0.0018,1.126,0.0748
1.1695,2.9403,2,0.1989,0.017,0.0215,1.116,0.1989
3.9134,1.0005,5,0.7823,0.4089,1.6032,3.916,0.7823
0.7288,3.0761,5,0.0474,0.0,0.0,0.802,0.0474
1.154,1.7448,2,0.3307,0.0597,0.0407,1.032,0.3307
1.2069,2.882,5,0.0838,0.0,0.0,1.176,0.0838
3.9847,3.9989,1,0.9964,12.4965,48.9355,3.886,0.9964
3.9143,4.6627,1,0.8395,0.7452,2.7957,3.956,0.8395
2.8668,1.6251,4,0.441,0.0217,0.0535,2.766,0.441
1.7317,3.4644,4,0.125,0.0001,0.0,1.806,0.125
0.8492,4.4813,2,0.0947,0.0026,0.0049,0.818,0.0947
2.6463,4.7145,2,0.2807,0.0223,0.0528,2.724,0.2807
3.3592,3.4366,1,0.9775,2.0897,6.7692,3.26,0.9775
2.2527,1.6376,1,1.3756,81.2701,184.5843,1.556,0.9999
3.0593,3.12,4,0.2451,0.0017,0.0059,3.05,0.2451
3.2422,4.3773,1,0.7407,0.7405,2.4334,3.242,0.7407
3.2323,3.8127,5,0.1696,0.0,0.0,3.358,0.1696
3.8498,1.0476,5,0.735,0.2792,1.1052,3.954,0.735
3.4921,2.7958,1,1.2491,55.1576,186.0754,2.744,0.9999
0.6414,3.608,4,0.0444,0.0,0.0,0.612,0.0444
2.9625,2.9958,5,0.1978,0.0003,0.0,2.948,0.1978
2.032,1.2182,5,0.3336,0.0049,0.006,1.984,0.3336
2.4977,1.4793,5,0.3377,0.0047,0.0138,2.464,0.3377
3.1807,3.6464,1,0.8723,1.8252,5.7148,3.254,0.8723
0.8942,2.2045,2,0.2028,0.0179,0.0108,0.928,0.2028
0.8045,2.7441,4,0.0733,0.0,0.0,0.798,0.0733
3.7742,1.7217,2,1.0961,9.6438,35.7312,3.614,0.9999
2.4917,4.6374,3,0.1791,0.0022,0.0041,2.444,0.1791
1.1352,3.9014,1,0.291,0.1307,0.1747,1.12,0.291
3.9792,1.2776,5,0.6229,0.0736,0.2882,4.04,0.6229
0.6055,3.5876,3,0.0563,0.0,0.0,0.588,0.0563
1.6419,4.0218,2,0.2041,0.0182,0.0305,1.64,0.2041
0.722,2.4219,5,0.0596,0.0,0.0,0.676,0.0596
1.0845,3.6218,5,0.0599,0.0,0.0,1.056,0.0599
1.6718,4.3527,1,0.3841,0.1088,0.1439,1.58,0.3841
2.587,2.6848,2,0.4818,0.1313,0.3441,2.52,0.4818
2.2913,2.58,3,0.296,0.0099,0.0211,2.366,0.296
0.6802,3.2876,1,0.2069,0.095,0.0909,0.682,0.2069
1.8583,1.138,3,0.5443,0.1948,0.3795,1.964,0.5443
1.0592,1.3478,3,0.262,0.0206,0.0112,1.068,0.262
1.9339,3.7059,2,0.2609,0.0158,0.0325,1.908,0.2609
2.795,1.5012,3,0.6206,0.2794,0.8144,2.77,0.6206
2.3255,1.5647,3,0.4954,0.1038,0.3024,2.372,0.4954
2.5157,4.8196,2,0.261,0.016,0.0401,2.544,0.261
3.066,2.6807,3,0.3812,0.0313,0.0955,3.184,0.3812
2.4381,1.7573,3,0.4625,0.1191,0.3698,2.646,0.4625
3.1453,3.9623,3,0.2646,0.0035,0.0102,3.14,0.2646
0.9484,4.8144,2,0.0985,0.0003,0.0,0.884,0.0985
2.4002,3.2273,1,0.7437,0.8291,2.0461,2.386,0.7437
2.6087,4.2262,5,0.1235,0.0,0.0,2.508,0.1235
3.447,2.9083,2,0.5926,0.2528,0.9635,3.612,0.5926
2.9942,4.6609,3,0.2141,0.0025,0.0074,2.958,0.2141
2.237,3.8797,3,0.1922,0.0011,0.001,2.082,0.1922
2.6966,1.3351,5,0.404,0.0136,0.0386,2.742,0.404
1.6009,4.0202,5,0.0796,0.0,0.0,1.576,0.0796
1.2189,3.9036,5,0.0625,0.0,0.0,1.174,0.0625
1.3392,1.7146,4,0.1953,0.0005,0.0,1.34,0.1953
1.4602,1.8899,1,0.7726,1.1133,1.5732,1.476,0.7726
0.9689,2.7741,3,0.1164,0.0,0.0,1.05,0.1164
3.5891,1.1984,4,0.7487,0.4745,1.5892,3.548,0.7487
1.5861,1.9901,3,0.2657,0.0088,0.0102,1.558,0.2657
2.745,2.0213,5,0.2716,0.0017,0.0022,2.744,0.2716
0.6036,3.1202,5,0.0387,0.0,0.0,0.634,0.0387
2.3787,2.9304,1,0.8117,1.6219,4.0385,2.382,0.8117
1.3277,3.452,5,0.0769,0.0,0.0,1.394,0.0769
2.2956,1.0306,2,1.1137,43.8102,104.6148,2.056,0.9999
0.5294,1.6677,5,0.0635,0.0,0.0,0.496,0.0635
2.8377,2.9073,5,0.1952,0.0004,0.0,2.74,0.1952
2.4749,2.9925,2,0.4135,0.0862,0.2368,2.534,0.4135
2.4003,3.1345,1,0.7658,1.2957,3.0502,2.344,0.7658
2.2108,1.3538,1,1.633,102.663,226.1879,1.334,0.9999
1.9013,3.4445,3,0.184,0.0028,0.0042,1.886,0.184
1.44,4.5049,2,0.1598,0.006,0.0088,1.358,0.1598
2.9849,2.8632,4,0.2606,0.0032,0.0115,2.952,0.2606
1.5049,1.0965,3,0.4575,0.1001,0.1631,1.496,0.4575
2.4724,2.3828,5,0.2075,0.0017,0.0051,2.332,0.2075
1.5483,1.4049,3,0.3674,0.0346,0.0452,1.504,0.3674
2.6426,1.9674,2,0.6716,0.3941,1.029,2.686,0.6716
0.973,1.5543,2,0.313,0.0495,0.0409,0.978,0.313
2.5398,2.1024,4,0.302,0.0057,0.0151,2.644,0.302
2.7689,1.2087,4,0.5727,0.0928,0.1979,2.64,0.5727
1.4678,1.902,3,0.2572,0.0048,0.0029,1.394,0.2572
2.0115,4.2886,2,0.2345,0.0158,0.0277,2.02,0.2345
3.9566,1.3494,3,0.9774,5.5371,22.0488,3.93,0.9774
3.7949,3.7507,3,0.3373,0.0094,0.032,3.81,0.3373
2.9085,1.2837,1,2.2657,150.2527,440.0093,1.3,0.9999
2.1804,4.1398,4,0.1317,0.0,0.0,2.186,0.1317
2.1707,3.6122,3,0.2003,0.0024,0.005,2.012,0.2003
1.2341,4.9218,2,0.1254,0.0031,0.0031,1.29,0.1254
3.9018,3.2652,2,0.5975,0.1293,0.4793,3.858,0.5975
2.8381,4.1472,2,0.3422,0.0282,0.0759,2.898,0.3422
2.0065,1.9574,3,0.3417,0.0131,0.0209,2.006,0.3417
3.458,2.3564,3,0.4892,0.0698,0.2542,3.604,0.4892
3.4483,1.7717,5,0.3893,0.0071,0.0255,3.294,0.3893
0.8965,1.6101,3,0.1856,0.0052,0.0065,0.922,0.1856
0.848,3.5038,1,0.242,0.1031,0.0807,0.816,0.242
2.1564,4.4921,4,0.12,0.0002,0.0,2.136,0.12
3.5684,4.0897,3,0.2908,0.0081,0.0356,3.54,0.2908
3.3077,2.801,3,0.3936,0.0344,0.1187,3.388,0.3936
1.6937,3.0737,1,0.551,0.4659,0.8356,1.654,0.551
0.5809,2.728,5,0.0426,0.0,0.0,0.608,0.0426
1.3558,2.1212,5,0.1278,0.0,0.0,1.384,0.1278
3.9274,3.1244,5,0.2514,0.0002,0.0,3.91,0.2514
0.7391,2.207,2,0.1674,0.015,0.0053,0.754,0.1674
3.3024,2.0836,2,0.7925,0.7639,2.4586,3.238,0.7925
1.7431,4.4987,1,0.3875,0.0876,0.1304,1.7,0.3875
3.4585,3.2106,5,0.2154,0.0011,0.0083,3.598,0.2154
2.4694,1.1185,4,0.5519,0.142,0.3393,2.462,0.5519
3.3165,4.3842,2,0.3782,0.0407,0.1408,3.222,0.3782
3.4924,3.7431,4,0.2333,0.0014,0.0056,3.566,0.2333
1.8531,2.1949,5,0.1689,0.0,0.0,1.834,0.1689
2.1647,3.0812,5,0.1405,0.0,0.0,2.222,0.1405
0.635,4.607,5,0.0276,0.0,0.0,0.66,0.0276
1.353,1.3545,5,0.1998,0.0003,0.0,1.378,0.1998
1.8706,4.3863,1,0.4265,0.1544,0.2358,1.798,0.4265
3.1699,3.3189,4,0.2388,0.0021,0.0063,3.198,0.2388
1.3936,1.1329,3,0.41,0.0793,0.0839,1.45,0.41
3.04,4.3617,1,0.697,0.5373,1.5295,3.052,0.697
2.3424,1.4968,3,0.5216,0.1219,0.2943,2.39,0.5216
2.2154,2.3436,1,0.9453,3.9569,8.4047,2.216,0.9453
1.3541,1.3667,5,0.1982,0.0001,0.0,1.276,0.1982
2.7373,3.6247,3,0.2517,0.0061,0.0169,2.716,0.2517
3.0528,1.5787,2,0.9669,2.3557,7.3359,3.018,0.9669
2.2067,3.1243,1,0.7063,0.87,1.9419,2.234,0.7063
3.969,3.35,2,0.5924,0.181,0.7373,3.784,0.5924
2.1856,3.1105,4,0.1757,0.0005,0.0009,2.154,0.1757
1.0223,1.1039,3,0.3087,0.0518,0.0568,1.022,0.3087
1.8078,3.7166,4,0.1216,0.0,0.0,1.818,0.1216
2.0597,3.8491,4,0.1338,0.0,0.0,2.0,0.1338
3.9933,4.9714,4,0.2008,0.0006,0.001,4.03,0.2008
3.9812,4.4342,4,0.2245,0.0003,0.0,3.79,0.2245
3.3032,4.4915,3,0.2451,0.0037,0.0085,3.292,0.2451
2.5933,4.5074,2,0.2877,0.0175,0.0373,2.684,0.2877
1.6366,4.2054,4,0.0973,0.0,0.0,1.6,0.0973
0.6956,3.6853,5,0.0377,0.0,0.0,0.692,0.0377
3.5295,1.1685,2,1.5103,86.6313,302.2122,2.28,0.9999
1.0363,4.4133,3,0.0783,0.0,0.0,1.066,0.0783
2.2243,1.3638,2,0.8155,0.9655,2.0514,2.258,0.8155
2.7084,4.5457,1,0.5958,0.3742,0.9816,2.606,0.5958
2.3139,2.1293,4,0.2717,0.0051,0.0104,2.306,0.2717
1.4199,1.6398,1,0.8659,9.3163,14.1917,1.458,0.8659
3.0105,3.8523,4,0.1954,0.0013,0.0033,3.074,0.1954
2.5427,3.158,3,0.2684,0.0057,0.0149,2.548,0.2684
1.5632,2.0704,4,0.1888,0.0014,0.0,1.694,0.1888
2.3793,1.2531,4,0.4747,0.0463,0.1125,2.418,0.4747
2.4763,1.1122,3,0.7422,0.5299,1.2881,2.426,0.7422
2.4504,2.0343,1,1.2045,52.9375,127.4331,2.002,0.9999
1.461,1.1899,5,0.2456,0.0007,0.0014,1.436,0.2456
3.1527,2.8393,3,0.3701,0.0269,0.084,3.258,0.3701
3.6765,2.2933,2,0.8016,0.687,2.6458,3.718,0.8016
1.8002,1.789,2,0.5031,0.1726,0.3615,1.776,0.5031
2.2647,3.1691,4,0.1787,0.0007,0.0,2.392,0.1787
2.4591,1.5893,4,0.3868,0.0262,0.0676,2.454,0.3868
2.2158,3.9138,1,0.5662,0.2335,0.455,2.196,0.5662
2.4306,2.7306,2,0.4451,0.1078,0.2689,2.454,0.4451
3.9885,4.1104,5,0.1941,0.0,0.0,4.094,0.1941
3.8991,2.9486,5,0.2645,0.0006,0.0015,4.11,0.2645
1.522,1.2358,2,0.6158,0.73,1.1995,1.612,0.6158
2.4866,4.1627,4,0.1493,0.0002,0.0,2.666,0.1493
1.2002,3.3049,1,0.3632,0.1453,0.1597,1.252,0.3632
1.2258,4.8825,5,0.0502,0.0,0.0,1.224,0.0502
